File,Channel,Flags,Connectivity,Maximum Island Area,Maximum Void Area,Average Island Area Change,Average Void Area Change,Initial Maximum Island Area,Initial 2nd Maximum Island Area,Max Kurtosis,Max Median Skewness,Max Mode Skewness,Kurtosis Change,Median Skewness Change,Mode Skewness Change,Mean Speed,Speed Change,Mean Direction,Mean Direction Standard Deviation
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-9.tif,0,0,0.0,0.006981222587719298,0.8603097587719298,1.017660878327709,1.003101915997636,0.00487390350877193,0.0043859649122807015,159.61961444695862,1.0565472784436292,0.4442301290080727,129.4737192003864,-0.224942678723709,-0.09203342364091227,3.9919717,-0.69209886,0.27127102,1.7992119
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-27.tif,0,0,0.0,0.012214912280701755,0.8625130208333333,1.2933130562733277,1.0121179049878928,0.006365131578947368,0.005448190789473684,20.0263961390153,1.0045877976533402,0.3960848546673357,5.893286399682651,-0.22578414202578068,-0.05928248456801061,3.9047184,-1.542428,0.44240707,1.7635257
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-16.tif,0,0,0.0,0.0085546875,0.8501391173245614,1.1506600760148795,0.9866466732549706,0.005649671052631579,0.004865679824561404,119.52259348990712,1.0244467178159344,0.41520262643445954,104.21413875894362,-0.08324926883761474,0.01524006943257189,3.94807,-1.1351461,-0.17461649,1.8934507
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-4.tif,0,0,0.0,0.008575246710526315,0.8488390899122807,1.118840097903176,1.0018302886435917,0.005926535087719298,0.004943804824561403,15.887452316848371,1.132011458327844,0.44908600652904535,4.560745994479197,-0.18853867739238794,-0.042580985790188375,4.0042486,-1.3820753,-0.2718057,1.6275089
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-5.tif,0,0,0.0,0.012741228070175439,0.8215337171052631,0.5586365518091815,1.005015392510807,0.012967379385964912,0.007711074561403509,20.13889366825481,1.2715634911966682,0.5391093850993374,3.7126897967124926,-0.2443532174504649,-0.10042734183847513,3.7956476,-0.50485706,-0.55628926,1.758658
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-17.tif,0,0,0.0,0.020378974780701754,0.827868009868421,0.4520654447380009,0.9920188628352896,0.018675986842105263,0.005914199561403509,20.594096705356186,1.2126355624748695,0.4818359464101589,-4.986207978926326,-0.16440846718927948,-0.02579077044572714,3.6845174,-1.4404321,0.07420028,1.9319863
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-15.tif,0,0,0.0,0.00727453399122807,0.8577055921052631,1.431215885125915,0.9941920981803477,0.0036828399122807018,0.0035334429824561407,115.59565090620133,1.0125348427914398,0.37041765017148354,92.38287474030216,-0.17949553162004472,-0.04884827763959165,4.335446,-1.5632632,0.21576993,1.8077842
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-29.tif,0,0,0.0,0.03210457785087719,0.8451480263157894,1.9058160689091856,0.9770212132736679,0.012305372807017543,0.009040570175438597,21.408065710170973,0.9979808391967377,0.475876959044617,7.137373134845186,-0.07089904761298127,0.01455803313872267,4.9199953,-2.9881551,0.14025708,1.6518209
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-7.tif,0,0,0.0,0.006355537280701754,0.9196381578947369,1.4820911319073085,1.003653805332046,0.0025630482456140352,0.0023190789473684207,138.9623561883045,0.7358840368530977,0.25545435473668127,83.81826018547343,-0.15352007751778762,-0.04846461581114592,3.7836137,-0.06921387,-0.15412264,1.9679927
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-6.tif,0,0,0.0,0.01912623355263158,0.8732737116228071,0.48432892012298423,1.0065448243795314,0.021843475877192983,0.007975603070175438,136.59008626735175,0.9176798127356947,0.36372524833911507,-49.18829280297395,-0.1662650979776713,-0.0573853999288918,4.0150495,-1.5494552,-0.7571761,1.7225919
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-28.tif,0,0,0.0,0.013355263157894736,0.8675527686403509,1.174922702453786,1.0028894495233536,0.006944901315789473,0.005777138157894737,19.283164787326708,1.0250630569757773,0.443227601316192,5.131666925457598,-0.22570285563404902,-0.017103812647423666,4.159559,-1.7295384,-0.2375527,1.6632653
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-14.tif,0,0,0.0,0.00596422697368421,0.8987362938596491,1.0795789784221173,1.000006344399512,0.004065241228070175,0.0036115679824561403,15.320835326585193,0.8867926163171362,0.31530344666158994,0.0002678922182202115,-0.16900286147841148,-0.055582335248888115,4.327941,-0.42546582,-0.010989076,1.8261595
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-10.tif,0,0,0.0,0.009432565789473685,0.852750822368421,1.2321183542229868,0.9929599754059101,0.0055770285087719295,0.0036595394736842106,10.652412374523886,1.043643744076841,0.4065781895539805,1.265809590181254,-0.13444368613975444,-0.017597439932506287,3.91626,-0.9275327,-0.21404716,1.7510273
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-2.tif,0,0,0.0,0.005771655701754386,0.8545250822368421,1.082090911740702,0.9932215332241732,0.003918585526315789,0.0025315241228070174,7.5759326251731745,1.079437063875865,0.40449639184042463,0.5060400052782184,-0.11667702356790044,-0.0027133427991592463,4.3501344,-1.8175447,-0.36834508,1.8119794
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-3.tif,0,0,0.0,0.007059347587719297,0.8523855537280702,1.04190334185364,0.9842857475599648,0.00482593201754386,0.003999451754385965,104.05812869885425,0.9689551236397381,0.35915919746219477,82.09248941599633,-0.09380280480520709,-0.008855817797045473,4.146123,-2.362728,0.27825502,1.7299813
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-11.tif,0,0,0.0,0.011570723684210527,0.8117160087719298,0.6733682524679689,0.9950559071405546,0.010875822368421053,0.007275219298245613,5.318926909304208,1.2973967601435645,0.5109969553142276,1.5846246653772775,-0.24225601867179147,-0.05670065540055508,3.394145,-1.0603406,0.00016651844,1.7983353
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-13.tif,0,0,0.0,0.006782483552631579,0.912516447368421,0.9821243791390729,1.0017657060781797,0.004967105263157894,0.003991228070175439,159.1435777376941,0.754787570811983,0.27982242388705575,97.387821304014,-0.17399406159261355,-0.06858029594590226,3.609859,0.80805826,0.041156743,1.8947105
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-1.tif,0,0,0.0,0.007345120614035088,0.9086951754385965,1.7561029978793135,0.9974592918588768,0.0023697916666666667,0.0020723684210526313,24.341671302312704,0.7537996130348319,0.2931642725239533,-4.02880995176243,-0.08129087867234319,-0.018009091581577874,4.6924963,-0.38699436,-0.76653105,1.9051625
/Users/devoncallan/Desktop/Dataset 4/Cyan C2/Cyan C2-12.tif,0,0,0.0,0.008151041666666668,0.8595744243421053,0.8493647024782134,1.0242295702697963,0.006710526315789474,0.005409813596491228,40.43108273455691,1.1675439099956129,0.4615987746739202,19.608600606988333,-0.35566303335132243,-0.14180282096527436,3.9911182,-1.4099116,-0.009323703,1.6520181
