File,Channel,Flags,Connectivity,Maximum Island Area,Maximum Void Area,Average Island Area Change,Average Void Area Change,Initial Maximum Island Area,Initial 2nd Maximum Island Area,Max Kurtosis,Max Median Skewness,Max Mode Skewness,Kurtosis Change,Median Skewness Change,Mode Skewness Change,Mean Speed,Speed Change,Mean Direction,Mean Direction Standard Deviation
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-13.tif,0,0,0.0,0.005067355889724311,0.9362170073621554,0.870794429085598,0.9830934273734449,0.003951284461152882,0.002807800751879699,17.525970057260675,0.5901296786001516,0.23177124956719253,-9.247259783350998,-0.05436350469543888,-0.026175697383490876,6.4024363,-3.9755244,-0.04428134,1.8040546
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-12.tif,0,0,0.0,0.0037946428571428567,0.9308510534147869,1.0466089657392852,0.9871525452606105,0.0027206688596491226,0.0024299028822055138,18.87242772029813,0.6999637961651928,0.2802990756340411,-8.162620518547488,-0.06639119534536819,-0.03727120372307122,6.684593,-2.84808,-0.24888694,1.8007027
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-38.tif,0,0,0.0,0.0037001683897243108,0.9558628015350877,1.414361485108119,0.9920495619225538,0.0018943843984962406,0.001762218045112782,41.009036747041456,0.5638666505087806,0.19929633407993305,-10.344809309055798,-0.11539316035263542,-0.039578969499376906,6.9654903,-1.6619141,-0.0114168,1.7231935
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-10.tif,0,0,0.0,0.003758419486215539,0.9299053297305764,1.0120169858862087,0.9945585417047796,0.0029243029448621552,0.0023114426691729323,12.80520698036016,0.773476853175009,0.28655271761453543,-0.9891055189596596,-0.13299838575038103,-0.026499667262090465,5.977011,-0.46390176,-0.015419762,1.9084966
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-11.tif,0,0,0.0,0.004451069078947369,0.9423069392230577,0.7069093967796204,0.9889708947114569,0.004288063909774435,0.0024210917919799497,20.737959200719093,0.6002642548583857,0.2466553523252293,-9.190543575820257,0.06454971610899574,0.07948169373094281,6.1835217,-0.95136523,-0.087148204,1.7650535
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-39.tif,0,0,0.0,0.0037701676065162904,0.9572539747807017,0.9999334198874795,0.9826181760783582,0.0030956296992481203,0.0025082236842105263,31.33198625593941,0.5285953893530864,0.1973058552014985,1.3599469160455762,-0.0516711658744019,-0.03898662172449231,6.843938,-1.3033154,0.198944,1.8375734
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-15.tif,0,0,0.0,0.005857906484962407,0.9247576950187971,1.1642530190123572,0.9651413654004044,0.00329828477443609,0.002895911654135338,19.4469264911159,0.7148130310298585,0.3735050669313766,-7.605005201380642,0.06721131864606367,0.07346269488420387,6.451949,-0.9853277,-0.028633762,1.6697769
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-29.tif,0,0,0.0,0.004165198151629073,0.9371558779761905,0.9895115115459344,1.0046010589330197,0.002996749686716792,0.002595355576441103,19.47715171912137,0.7319851727570973,0.2575814560975575,5.586203119257366,-0.18216145015736396,-0.05281235011482416,6.0108485,-1.6107545,0.61287194,1.7250415
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-8.tif,0,0,0.0,0.005502525845864662,0.9292219807330826,1.0672701352588696,0.97756727868487,0.004445684523809524,0.0038504464285714288,14.700518965772455,0.7359069500202712,0.3460041117239829,-6.706919432633972,-0.0577056189651618,0.006177833144282663,6.0389833,-0.33017254,0.2329129,1.6812528
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-9.tif,0,0,0.0,0.004813792293233083,0.9285474428258146,1.0805464893145922,0.9888541569229512,0.003141643170426065,0.002662907268170426,22.589443782573756,0.6893063290044573,0.28557881555092385,3.0653818753053574,-0.13067606055813707,-0.041459565509144064,6.5082197,-0.26490307,-0.79812044,1.9134097
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-28.tif,0,0,0.0,0.004750646146616541,0.9269619360902255,1.0542950296094218,0.9940752866057564,0.0030975877192982457,0.0025767543859649125,12.182014861544507,0.761711537526323,0.3021505617532241,-1.9612924479918323,-0.12495076192726717,-0.04174753990163507,6.7247353,-2.3909905,0.049540356,1.7519726
/Users/devoncallan/Desktop/Dataset 4/Yellow C2/Yellow C2-14.tif,0,0,0.0,0.008712699718045114,0.9546170112781955,0.4508188570803544,1.0055559749585965,0.010363800125313283,0.004853931704260652,8.000030855161695,0.5478834729599945,0.5852029635805049,0.24480046842909964,-0.2782483357121027,-0.3743302557108105,5.800146,-0.90013194,-0.24033272,1.6364714
