File,Channel,Flags,Connectivity,Maximum Island Area,Maximum Void Area,Average Island Area Change,Average Void Area Change,Initial Maximum Island Area,Initial 2nd Maximum Island Area,Max Kurtosis,Max Median Skewness,Max Mode Skewness,Kurtosis Change,Median Skewness Change,Mode Skewness Change,Mean Speed,Speed Change,Mean Direction,Mean Direction Standard Deviation
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-19.tif,0,0,0.3684210526315789,0.26574786575814535,0.635157229010025,3.0103406828811328,0.9512110878795214,0.05984492481203008,0.041456179511278196,19.363480832457903,1.2865696420500627,0.7198456703114408,4.329648697887399,-0.9438758834765136,-0.6005850119786565,4.335918,-1.6265419,-0.09668333,1.8458301
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-42.tif,0,0,0.6090225563909775,0.2848884907581454,0.7171468710839599,1.2131241017763736,0.9777904916096565,0.16825951597744362,0.01786889097744361,9.570611711918549,1.0709481692067604,0.4187626620472331,-6.67634707913893,-0.7940071292396912,-0.2963531879689285,4.2122583,-0.3238573,0.30803677,1.7831007
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-41.tif,0,0,0.40601503759398494,0.21355586231203008,0.6981256853070176,0.8284775771513628,1.1675765958817539,0.1722528978696742,0.02289610745614035,6.488162298385409,1.2345673028719493,0.5209664843026546,-0.1644083596554644,-0.8283964823189587,-0.3463124799498787,4.274321,-2.7969885,0.17956425,1.7446092
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-40.tif,0,0,0.18045112781954886,0.2301872846177945,0.7464119282581453,2.5180720232756855,0.8921930004339019,0.05837249373433585,0.04112527412280702,20.241325225212865,1.0462424188023207,0.4355863421554649,-7.710132193933466,-0.688017835350211,-0.21261761170599885,3.6712754,-1.193253,0.3591017,1.72172
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-14.tif,0,0,0.6691729323308271,0.3086573856516291,0.6649857064536341,2.1623750175133036,0.7824805856197504,0.09892994204260652,0.05371632205513785,4.586296437995891,1.1791837427926115,0.6602991002737756,-2.743468671324661,-0.9606137830201681,-0.5863990287200423,3.9757729,-3.154076,-0.19144449,1.6676456
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-28.tif,0,0,0.6015037593984962,0.2831742442042607,0.6449762100563909,2.5457647911596784,0.8100136149792156,0.07719885651629073,0.05661321271929825,37.92267940706841,1.3018591111623141,0.7269543960832818,6.668317050606436,-0.9161084003127122,-0.514092647467589,4.54634,-3.7999072,0.019098558,1.7625029
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-6.tif,0,0,0.2932330827067669,0.2977830317982456,0.7101229636591478,2.7421158623088755,0.8409312882457146,0.07583803258145363,0.05916744987468672,5.543059128904485,1.1588903260209487,0.5202587691572145,-2.7602225835082326,-0.863497958500742,-0.38350210818719555,3.916981,-3.4278352,-0.056272313,1.8989438
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-7.tif,0,0,0.3458646616541353,0.2961192042606516,0.6996700736215539,1.334506746542747,0.8749106255160131,0.13988878446115288,0.04862840695488722,12.096995847123248,1.0542546593501296,0.4775255074985203,-1.819837444822646,-0.6295755843256499,-0.3371578743959689,3.6563425,-2.7351546,0.019713102,1.7567438
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-29.tif,0,0,0.15037593984962405,0.2005908325501253,0.6643341752819548,1.987716959884805,0.9736292654933588,0.06977893953634084,0.040262766290726816,48.90319463355135,1.2122993047146322,0.7892395493791516,33.581732812983404,-0.7333091530580569,-0.49708410717958107,4.1649723,-1.8715558,0.58044255,1.7357795
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-15.tif,0,0,0.19548872180451127,0.23860187578320805,0.6612527412280702,1.9682476299765324,0.929033011982334,0.07974624060150376,0.04254483865914787,26.19048017348108,1.2555376514318837,0.6894856132622822,-2.1090772054958773,-0.7672231292340624,-0.41495562033965194,4.3281927,-1.6474247,-0.05942785,1.6784065
